央视频道,#genre#
CCTV1,http:///hls/1/index.m3u8
CCTV1,http:///hls/101/index.m3u8
CCTV1,http:///hls/114/index.m3u8
CCTV1,http://101.19.148.105:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.105:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.10:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.10:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.131:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.131:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.134:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.134:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.135:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.135:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.147:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.147:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.26:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.26:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.28:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.28:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.37:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.37:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.52:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.52:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.56:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.56:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.69:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.69:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.7:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.7:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.99:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.99:808/udp/224.2.2.50:10001
CCTV1,http://101.19.148.9:808/udp/224.2.2.1:10001
CCTV1,http://101.19.148.9:808/udp/224.2.2.50:10001
CCTV1,http://101.19.149.11:808/udp/224.2.2.1:10001
CCTV1,http://101.19.149.11:808/udp/224.2.2.50:10001
CCTV1,http://101.19.149.30:808/udp/224.2.2.1:10001
CCTV1,http://101.19.149.30:808/udp/224.2.2.50:10001
CCTV1,http://101.19.149.3:808/udp/224.2.2.1:10001
CCTV1,http://101.19.149.3:808/udp/224.2.2.50:10001
CCTV1,http://101.19.151.25:808/udp/224.2.2.1:10001
CCTV1,http://101.19.151.25:808/udp/224.2.2.50:10001
CCTV1,http://101.19.151.46:808/udp/224.2.2.1:10001
CCTV1,http://101.19.151.46:808/udp/224.2.2.50:10001
CCTV1,http://110.7.130.58:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://112.114.137.4:888/hls/1/index.m3u8
CCTV1,http://112.114.137.75:888/hls/1/index.m3u8
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
CCTV1,http://112.123.243.37:50085/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://113.102.162.133:8089/hls/1/index.m3u8
CCTV1,http://113.116.181.36:8089/hls/1/index.m3u8
CCTV1,http://113.140.86.162:8009/hls/501/index.m3u8
CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://113.220.235.76:9999/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://113.57.20.158:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://115.153.254.81/PLTV/88888888/224/3221225517/iptv7949.smil/index.m3u8?fmt=ts2hls
CCTV1,http://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil/index.m3u8?fmt=ts2hls
CCTV1,rtsp://115.153.254.81/PLTV/88888888/224/3221225517/iptv7949.smil
CCTV1,rtsp://115.153.254.81/PLTV/88888888/224/3221225699/iptv8040.smil
CCTV1,http://116.117.105.236:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://116.117.105.239:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://116.117.105.71:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://116.117.105.96:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://116.117.106.103:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://116.117.106.117:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://116.117.106.18:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://116.117.106.234:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://120.192.226.35:8009/hls/501/index.m3u8
CCTV1,http://120.84.121.174:808/udp/239.3.3.101:10001
CCTV1,http://120.84.121.214:808/udp/239.3.3.101:10001
CCTV1,http://120.84.121.92:808/udp/239.3.3.101:10001
CCTV1,http://121.17.146.131:50003/hls/1/index.m3u8
CCTV1,http://121.17.146.178:50003/hls/1/index.m3u8
CCTV1,http://121.17.146.188:50003/hls/1/index.m3u8
CCTV1,http://121.17.146.247:50003/hls/1/index.m3u8
CCTV1,http://121.17.146.34:50003/hls/1/index.m3u8
CCTV1,http://121.17.146.47:50003/hls/1/index.m3u8
CCTV1,http://121.17.146.48:50003/hls/1/index.m3u8
CCTV1,http://121.19.134.200:808/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8
CCTV1,http://127.0.0.1:9978/proxy?do=ysptp&type=m3u8&id=cctv1
CCTV1,http://175.8.213.7:8081/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.185.252.118:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.223.157.33:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.94.1.118:8801/tsfile/live/0001_1.m3u8
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8
CCTV1,http://211.142.224.62:2023http://192.168.10.200:8008/paiptv/CCTV1.m3u8
CCTV1,http://219.159.40.42:8096/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://220.164.192.48:50085/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://221.205.154.53:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://222.241.134.209:8099/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://223.10.31.105:18000/hls/1/index.m3u8
CCTV1,rtp://239.3.1.129:8008
CCTV1,http://27.46.125.241:808/hls/1/index.m3u8
CCTV1,http://27.46.125.241:808/udp/239.2.2.1:10001
CCTV1,http://3501776.xyz:35455/gaoma/cctv1.m3u8
CCTV1,http://36.105.100.208:35455/gaoma/cctv1.m3u8
CCTV1,http://39.164.223.174:7799/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://39.164.223.174:7799udp/224.1.1.1:10001/
CCTV1,http://42.237.181.100:7000/hls/60/index.m3u8
CCTV1,http://42.48.105.224:9002/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://42.48.2.195:808:808/hls/62/index.m3u8
CCTV1,http://42.84.219.182:771/hls/1/index.m3u8
CCTV1,http://58.46.30.237:9999udp/228.1.1.1:6001/
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV1,http://60.255.47.174:8801rtp://@239.93.0.184:5140
CCTV1,http://61.138.128.226:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://fm1077.serv00.net/Smart.php?id=cctv1
CCTV1,http://goo.bkpcp.top/mg/cctv1
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225501/index.m3u8?fmt=ts2hls
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225618/index.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225642/index.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226221/index.m3u8
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226225/index.m3u8
CCTV1,http://iptv.0564.org:35455/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV1,http://mh0.asia:35455/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV1,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
CCTV1,http://tv.20191209.xyz:37377/migu/608807420.m3u8?migutoken=004b385f879c68b1898b3b528c53ce2cc69a05fc6ccef397d5ff725950f98cc37983a6c0565ab535a964de0b80663b3a394fd8a43c51d0547d2e232162525de45bdb07292d1fc1944aea97f0
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV2,http://[2409:8087:1a01:df::406f]/wh7f454c46tw1241164675_1575082505/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8?icpid=88888888&RTS=1713968070&from=4&hms_devid=692&prioritypopid=4&online=1713968070&vqe=3
CCTV2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV2,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221225588/index.m3u8
CCTV2,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225500/2/index.m3u8
CCTV2,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225619/2/index.m3u8
CCTV2,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225643/2/index.m3u8
CCTV2,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226230/1.m3u8
CCTV2,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226893/1.m3u8
CCTV2,http:///hls/102/index.m3u8
CCTV2,http:///hls/115/index.m3u8
CCTV2,http:///hls/2/index.m3u8
CCTV2,http://101.19.148.105:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.10:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.131:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.134:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.135:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.147:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.26:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.28:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.37:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.52:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.56:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.69:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.7:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.99:808/udp/224.2.2.2:10001
CCTV2,http://101.19.148.9:808/udp/224.2.2.2:10001
CCTV2,http://101.19.149.11:808/udp/224.2.2.2:10001
CCTV2,http://101.19.149.30:808/udp/224.2.2.2:10001
CCTV2,http://101.19.149.3:808/udp/224.2.2.2:10001
CCTV2,http://101.19.151.25:808/udp/224.2.2.2:10001
CCTV2,http://101.19.151.46:808/udp/224.2.2.2:10001
CCTV2,http://110.53.52.63:8888/newlive/live/hls/3/live.m3u8
CCTV2,http://110.7.130.58:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://112.114.137.4:888/hls/2/index.m3u8
CCTV2,http://112.114.137.75:888/hls/2/index.m3u8
CCTV2,http://112.123.206.32:808/hls/2/index.m3u8
CCTV2,http://112.123.243.37:50085/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://113.102.162.133:8089/hls/2/index.m3u8
CCTV2,http://113.116.181.36:8089/hls/2/index.m3u8
CCTV2,http://113.140.86.162:8009/hls/502/index.m3u8
CCTV2,http://113.15.109.216:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://113.220.235.76:9999/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://113.57.20.158:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://113.86.205.37:808/hls/114/index.m3u8
CCTV2,http://115.153.254.81/PLTV/88888888/224/3221226825/59814584.smil/index.m3u8?fmt=ts2hls
CCTV2,rtsp://115.153.254.81/PLTV/88888888/224/3221226825/59814584.smil
CCTV2,http://116.117.105.236:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://116.117.105.239:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://116.117.105.71:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://116.117.105.96:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://116.117.106.103:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://116.117.106.117:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://116.117.106.18:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://116.117.106.234:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://120.192.226.35:8009/hls/502/index.m3u8
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8
CCTV2,http://120.84.121.174:808/udp/239.3.3.102:10001
CCTV2,http://120.84.121.214:808/udp/239.3.3.102:10001
CCTV2,http://120.84.121.92:808/udp/239.3.3.102:10001
CCTV2,http://121.17.146.131:50003/hls/2/index.m3u8
CCTV2,http://121.17.146.178:50003/hls/2/index.m3u8
CCTV2,http://121.17.146.188:50003/hls/2/index.m3u8
CCTV2,http://121.17.146.247:50003/hls/2/index.m3u8
CCTV2,http://121.17.146.34:50003/hls/2/index.m3u8
CCTV2,http://121.17.146.47:50003/hls/2/index.m3u8
CCTV2,http://121.17.146.48:50003/hls/2/index.m3u8
CCTV2,http://121.19.134.200:808/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://123.182.60.29:9002/hls/2/index.m3u8
CCTV2,http://127.0.0.1:9978/proxy?do=ysptp&type=m3u8&id=cctv2
CCTV2,http://175.8.213.7:8081/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://182.150.23.74:808/hls/2/index.m3u8
CCTV2,http://183.11.239.36:808/hls/20/index.m3u8
CCTV2,http://183.185.252.118:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://183.223.157.33:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://183.94.1.118:8801/tsfile/live/0002_1.m3u8
CCTV2,http://211.142.224.62:2023http://192.168.10.200:8008/paiptv/CCTV2.m3u8
CCTV2,http://219.159.40.42:8096/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://220.164.192.48:50085/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://221.205.154.53:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://222.241.134.209:8099/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://223.10.31.105:18000/hls/2/index.m3u8
CCTV2,rtp://239.3.1.60:8084
CCTV2,http://27.46.125.241:808/hls/2/index.m3u8
CCTV2,http://27.46.125.241:808/udp/239.2.2.2:10001
CCTV2,http://3501776.xyz:35455/gaoma/cctv2.m3u8
CCTV2,http://36.105.100.208:35455/gaoma/cctv2.m3u8
CCTV2,http://39.164.223.174:7799/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://39.164.223.174:7799udp/224.1.1.2:10002/
CCTV2,http://42.237.181.100:7000/hls/61/index.m3u8
CCTV2,http://42.48.105.224:9002/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://42.48.2.195:808:808/hls/63/index.m3u8
CCTV2,http://42.84.219.182:771/hls/2/index.m3u8
CCTV2,http://58.46.30.237:9999udp/228.1.1.2:6002/
CCTV2,http://60.255.47.174:8801rtp://@239.93.1.23:6000
CCTV2,http://60.29.124.66:6080/hls/13/index.m3u8
CCTV2,http://61.138.128.226:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,https://api.olelive.com/dis/live/CCTV2HD/hls.m3u8
CCTV2,http://fm1077.serv00.net/Smart.php?id=cctv2
CCTV2,http://goo.bkpcp.top/mg/CCTV2
CCTV2,http://goo.bkpcp.top/mg/cctv2
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225500/index.m3u8?fmt=ts2hls
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225619/index.m3u8
CCTV2,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225643/index.m3u8
CCTV2,http://iptv.0564.org:35455/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8
CCTV2,http://mh0.asia:35455/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV2,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226893/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcnoJZd_sZxCC6bZYZh4R6g%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV2,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225588
CCTV2,http://qjrhc.jydjd.top:2911/udp/224.1.100.94:11111
CCTV2,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
CCTV2,http://tv.20191209.xyz:37377/migu/631780532.m3u8?migutoken=862217ff2cffee0a741039e700509cb8f9a8b1920fe6cee55afb89ef1551eba3ecc744e93cf8e52cd8b4bf1a27c7a074745b640058072bfa4ad145917cdeb959261218d7b78174684a74ae78
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV3,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226456/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E_6GNVcVOz9Xub8CclyMRUg%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOIR_8g_qYRqpV5wTQqRILi%2CEND
CCTV3,http://[2409:8087:1a01:df::4041]/TVOD/88888888/224/3221225799/main.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV3,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8
CCTV3,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638727c125355/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSPTZ4CK5oLfjaEYe9dogNMUNNEYLCPUtKY62j1Wp5u04wipypKUQ1TTuR2lXvBl5YpHqBJmlA19x22TD9bUOjk
CCTV3,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226456/1.m3u8
CCTV3,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226471/1.m3u8
CCTV3,http:///hls/103/index.m3u8
CCTV3,http:///hls/116/index.m3u8
CCTV3,http:///hls/3/index.m3u8
CCTV3,http://101.19.148.105:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.105:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.10:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.10:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.131:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.131:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.134:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.134:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.135:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.135:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.147:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.147:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.26:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.26:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.28:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.28:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.37:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.37:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.52:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.52:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.56:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.56:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.69:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.69:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.7:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.7:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.99:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.99:808/udp/224.2.2.51:10001
CCTV3,http://101.19.148.9:808/udp/224.2.2.3:10001
CCTV3,http://101.19.148.9:808/udp/224.2.2.51:10001
CCTV3,http://101.19.149.11:808/udp/224.2.2.3:10001
CCTV3,http://101.19.149.11:808/udp/224.2.2.51:10001
CCTV3,http://101.19.149.30:808/udp/224.2.2.3:10001
CCTV3,http://101.19.149.30:808/udp/224.2.2.51:10001
CCTV3,http://101.19.149.3:808/udp/224.2.2.3:10001
CCTV3,http://101.19.149.3:808/udp/224.2.2.51:10001
CCTV3,http://101.19.151.25:808/udp/224.2.2.3:10001
CCTV3,http://101.19.151.25:808/udp/224.2.2.51:10001
CCTV3,http://101.19.151.46:808/udp/224.2.2.3:10001
CCTV3,http://101.19.151.46:808/udp/224.2.2.51:10001
CCTV3,http://110.7.130.58:8096/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://112.114.137.4:888/hls/3/index.m3u8
CCTV3,http://112.114.137.75:888/hls/3/index.m3u8
CCTV3,http://112.123.243.37:50085/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://113.102.162.133:8089/hls/3/index.m3u8
CCTV3,http://113.116.181.36:8089/hls/3/index.m3u8
CCTV3,http://113.140.86.162:8009/hls/3/index.m3u8
CCTV3,http://113.15.109.216:59901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://113.220.235.76:9999/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://113.57.20.158:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://113.86.205.37:808/hls/115/index.m3u8
CCTV3,rtsp://115.153.254.81/PLTV/88888888/224/3221226841/63329606.smil
CCTV3,rtsp://115.153.254.81/PLTV/88888888/224/3221226930/65406412.smil
CCTV3,http://116.117.105.236:8096/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://116.117.105.239:8096/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://116.117.105.71:8096/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://116.117.105.96:8096/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
